marca,model,an,km,putere,cutie_de_viteze,combustibil,capacitate_cilindrica,transmisie,caroserie,culoare,optiuni_culoare,pret,id,addons
Audi,Audi_A6,2008,213000,140,Manuala,Diesel,1968,Fata,Sedan,Gri,Metalizata,7490,18062,40
BMW,BMW_X5,2018,34924,258,Automata,Diesel,2993,4x4 (automat),SUV,Maro,Metalizata,47999,18063,81
Audi,Audi_Q2,2018,130000,116,Automata,Diesel,1598,Fata,SUV,Alb,Perlat,24800,18064,24
Dacia,Dacia_Duster,2017,76000,109,Manuala,Diesel,1461,4x4 (manual),SUV,Alb,Fara,13200,18065,36
Renault,Renault_Talisman,2017,198642,110,Automata,Diesel,1461,Fata,Sedan,Negru,Fara,16980,18066,130
BMW,BMW_Seria 5,2015,195904,150,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Fara,18326,18067,33
Mercedes-Benz,Mercedes-Benz_GLA,2022,25,224,Automata,Benzina,1991,4x4 (automat),SUV,Gri,Metalizata,60987,18068,25
BMW,BMW_Seria 5,2013,81650,184,Automata,Diesel,1995,Spate,Sedan,Albastru,Metalizata,17800,18069,36
Volkswagen,Volkswagen_Golf,2011,240000,105,Automata,Diesel,1598,Fata,Compacta,Albastru,Fara,7350,18070,33
Hyundai,Hyundai_Tucson,2019,19472,185,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,35590,18071,17
Ford,Ford_Mondeo,2018,135000,150,Manuala,Diesel,1997,Fata,Sedan,Rosu,Metalizata,15000,18072,53
BMW,BMW_X5,2017,75000,258,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Metalizata,45999,18073,82
Hyundai,Hyundai_ix35,2013,180000,184,Manuala,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,13900,18074,42
Mercedes-Benz,Mercedes-Benz_E,2009,196245,190,Automata,Diesel,2987,Spate,Sedan,Negru,Metalizata,10500,18075,34
Dacia,Dacia_Logan,2018,200000,90,Manuala,Diesel,1461,Fata,Sedan,Alb,Mat,7190,18076,22
Porsche,Porsche_Cayenne,2022,9350,440,Automata,Benzina,2894,4x4 (automat),SUV,Gri,Metalizata,98899,18077,77
Volkswagen,Volkswagen_Tiguan,2018,109611,190,Automata,Diesel,1968,4x4 (automat),SUV,Alb,Perlat,33590,18078,93
Volkswagen,Volkswagen_Passat,2019,188000,190,Automata,Diesel,1968,4x4 (automat),Combi,Gri,Metalizata,17500,18079,110
Opel,Opel_Insignia,2017,171000,136,Manuala,Diesel,1598,Fata,Combi,Verde,Metalizata,8800,18080,35
Mercedes-Benz,Mercedes-Benz_CLS,2020,114000,245,Automata,Diesel,1950,Spate,Sedan,Negru,Metalizata,45500,18081,109
Ford,Ford_Fiesta,2014,210758,95,Manuala,Diesel,1560,Fata,Masina de oras,Gri,Metalizata,5950,18082,35
Toyota,Toyota_Auris,2018,95600,99,Automata,Hibrid,1798,Fata,Compacta,Negru,Metalizata,16950,18083,49
Skoda,Skoda_Octavia,2017,86130,149,Manuala,Benzina,1395,Fata,Sedan,Albastru,Mat,14750,18084,23
Hyundai,Hyundai_Grand Santa Fe,2015,117000,197,Automata,Diesel,2199,4x4 (automat),SUV,Alb,Metalizata,21500,18085,45
Mercedes-Benz,Mercedes-Benz_GLE Coupe,2016,148000,258,Automata,Diesel,2987,4x4 (automat),SUV,Alb,Mat,47600,18086,75
Ford,Ford_EcoSport,2018,176000,125,Manuala,Benzina,999,Fata,SUV,Gri,Fara,11100,18087,76
Renault,Renault_Megane,2019,185000,110,Manuala,Diesel,1461,Fata,Combi,Alb,Metalizata,9899,18088,61
Renault,Renault_Koleos,2019,200000,175,Automata,Diesel,1995,4x4 (automat),SUV,Maro,Fara,19990,18089,1
Audi,Audi_A6,2019,49520,204,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,44018,18090,73
Jeep,Jeep_Renegade,2016,155846,140,Automata,Diesel,1956,4x4 (automat),SUV,Alb,Metalizata,14998,18091,21
Ford,Ford_Kuga,2008,215000,136,Manuala,Diesel,1997,4x4 (automat),SUV,Negru,Fara,7499,18092,1
Volvo,Volvo_XC 40,2023,10,180,Automata,Hibrid,1477,Fata,SUV,Alb,Perlat,55349,18093,76
Volkswagen,Volkswagen_Passat,2018,151000,150,Automata,Diesel,1968,Fata,Sedan,Albastru,Metalizata,19159,18094,88
Mercedes-Benz,Mercedes-Benz_E,2019,35619,160,Automata,Diesel,1598,Spate,Sedan,Albastru,Fara,40489,18095,1
Land Rover,Land Rover_Range Rover Velar,2019,35000,240,Automata,Diesel,1999,4x4 (automat),SUV,Alb,Fara,65000,18096,26
Nissan,Nissan_NV200,2014,238200,90,Manuala,Diesel,1461,Fata,Monovolum,Alb,Mat,5950,18097,7
Volvo,Volvo_XC 60,2018,130000,190,Automata,Diesel,1969,4x4 (automat),SUV,Gri,Metalizata,34153,18098,103
BMW,BMW_Seria 3,2007,153000,170,Automata,Benzina,1995,Spate,Combi,Gri,Metalizata,8300,18099,58
Ford,Ford_Focus,2019,29800,125,Manuala,Benzina,999,Fata,Sedan,Gri,Metalizata,13600,18100,44
Audi,Audi_A4,2013,204330,143,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,11000,18101,22
Opel,Opel_Astra,2012,184500,110,Manuala,Diesel,1686,Fata,Compacta,Albastru,Fara,4990,18102,11
Audi,Audi_S5,2018,35000,354,Automata,Benzina,2995,4x4 (automat),Sedan,Rosu,Mat,45000,18103,110
Kia,Kia_Sportage,2011,342000,136,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,8999,18104,32
Mercedes-Benz,Mercedes-Benz_A,2018,90850,150,Automata,Diesel,1950,Spate,Compacta,Alb,Fara,27449,18105,1
Nissan,Nissan_Navara,2021,56500,190,Automata,Diesel,2298,4x4 (automat),SUV,Alb,Perlat,30900,18106,60
Volvo,Volvo_XC 90,2023,5,300,Automata,Benzina,1969,4x4 (automat),SUV,Albastru,Metalizata,79274,18107,98
BMW,BMW_Seria 5,2014,190000,184,Automata,Diesel,1995,Spate,Sedan,Negru,Fara,15999,18108,146
Mercedes-Benz,Mercedes-Benz_ML,2014,401000,204,Automata,Diesel,2143,4x4 (automat),SUV,Negru,Metalizata,19000,18109,73
Mercedes-Benz,Mercedes-Benz_C,2020,63000,194,Automata,Diesel,1950,4x4 (automat),Sedan,Albastru,Metalizata,34498,18110,78
BMW,BMW_X5 M,2019,29500,530,Automata,Benzina,4395,4x4 (automat),SUV,Negru,Metalizata,74899,18111,71
BMW,BMW_Seria 1,2008,164466,143,Manuala,Diesel,1995,Spate,Compacta,Negru,Fara,4499,18112,24
Audi,Audi_A6,2009,250000,239,Automata,Diesel,2967,4x4 (automat),Combi,Negru,Perlat,7600,18113,12
Opel,Opel_Corsa,2013,111000,95,Manuala,Diesel,1248,Fata,Masina de oras,Negru,Fara,6090,18114,30
Mazda,Mazda_CX-30,2022,1,186,Automata,Benzina,1998,Fata,SUV,Rosu,Metalizata,29540,18115,66
Mercedes-Benz,Mercedes-Benz_GLE Coupe,2019,68123,258,Automata,Diesel,2987,4x4 (automat),SUV,Negru,Metalizata,58000,18116,136
Hyundai,Hyundai_Santa Fe,2017,138480,200,Automata,Diesel,2199,4x4 (automat),SUV,Negru,Metalizata,23900,18117,2
Skoda,Skoda_Octavia,2012,202695,105,Manuala,Diesel,1598,Fata,Combi,Gri,Perlat,5990,18118,18
Volkswagen,Volkswagen_Passat,2019,159000,150,Manuala,Diesel,1968,Fata,Sedan,Gri,Metalizata,18861,18119,45
Ford,Ford_Fiesta,2017,72351,85,Manuala,Diesel,1498,Fata,Masina de oras,Alb,Fara,10990,18120,23
Audi,Audi_A6,2018,196500,190,Automata,Diesel,1968,Fata,Sedan,Gri,Perlat,24950,18121,17
Audi,Audi_A4,2007,280000,115,Manuala,Diesel,1896,Fata,Sedan,Argint,Metalizata,4190,18122,35
Audi,Audi_A4,2017,69936,122,Manuala,Diesel,1968,Fata,Combi,Gri,Fara,19990,18123,18
Skoda,Skoda_Yeti,2010,126000,105,Automata,Benzina,1197,Fata,Compacta,Galben/Auriu,Fara,6999,18124,58
Volkswagen,Volkswagen_Tiguan,2013,165000,140,Manuala,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,10200,18125,41
Ford,Ford_Ranger,2017,193000,160,Manuala,Diesel,2198,4x4 (manual),SUV,Gri,Fara,18300,18126,1
Porsche,Porsche_Cayenne,2016,149000,262,Automata,Diesel,2967,4x4 (automat),SUV,Maro,Fara,41500,18127,55
Audi,Audi_Q8,2019,59050,210,Automata,Hibrid,2967,4x4 (automat),SUV,Negru,Metalizata,68800,18128,14
Ford,Ford_Mondeo,2018,143529,180,Automata,Diesel,1997,Fata,Sedan,Gri,Fara,17990,18129,18
Peugeot,Peugeot_208,2013,235800,68,Automata,Diesel,1398,Fata,Masina de oras,Alb,Metalizata,6550,18130,1
BMW,BMW_M4,2020,14600,510,Automata,Benzina,2993,Spate,Coupe,Rosu,Fara,82681,18131,3
Volkswagen,Volkswagen_Touran,2013,231000,110,Manuala,Diesel,1598,Fata,Monovolum,Alb,Fara,7700,18132,43
Toyota,Toyota_Land Cruiser,2012,179000,190,Automata,Diesel,2982,4x4 (automat),SUV,Negru,Metalizata,26900,18133,27
Subaru,Subaru_Justy,2009,140000,70,Manuala,Benzina,998,Fata,Masina de oras,Argint,Fara,2200,18134,15
Kia,Kia_Sportage,2011,188000,136,Manuala,Diesel,1995,4x4 (manual),SUV,Gri,Metalizata,10990,18135,50
Volvo,Volvo_V40,2017,177093,120,Manuala,Diesel,1969,Fata,Masina de oras,Alte culori,Metalizata,12990,18136,62
Hyundai,Hyundai_i40,2017,162801,142,Automata,Diesel,1685,Fata,Sedan,Gri,Fara,13990,18137,11
Nissan,Nissan_Qashqai,2019,71500,140,Manuala,Benzina,1332,Fata,SUV,Alb,Metalizata,17500,18138,23
Opel,Opel_Astra,2018,171000,110,Manuala,Diesel,1598,Fata,Compacta,Alb,Metalizata,10491,18139,23
Skoda,Skoda_Superb,2018,73418,190,Automata,Diesel,1968,4x4 (automat),Sedan,Alb,Metalizata,27299,18140,66
Nissan,Nissan_Primera,2006,145421,116,Manuala,Benzina,1769,Fata,Combi,Gri,Metalizata,3699,18141,27
Audi,Audi_A4,2011,218000,160,Manuala,Benzina,1798,Fata,Sedan,Gri,Metalizata,8490,18142,56
Volkswagen,Volkswagen_Passat,2008,179000,200,Automata,Benzina,1984,Fata,Masina de oras,Albastru,Metalizata,5000,18143,46
Nissan,Nissan_Micra,2004,144000,80,Manuala,Benzina,1240,Fata,Masina mica,Gri,Fara,1100,18144,15
Dacia,Dacia_Duster,2018,96600,109,Manuala,Diesel,1461,4x4 (manual),SUV,Alb,Fara,16500,18145,27
Renault,Renault_Koleos,2011,228000,149,Manuala,Diesel,1998,Fata,SUV,Negru,Perlat,6200,18146,1
Dacia,Dacia_Duster,2018,30000,110,Manuala,Diesel,1461,4x4 (manual),SUV,Negru,Metalizata,17500,18147,32
BMW,BMW_Seria 5,2017,195000,190,Automata,Diesel,1995,4x4 (automat),Sedan,Negru,Metalizata,25900,18148,48
Mercedes-Benz,Mercedes-Benz_E,2017,90000,194,Automata,Diesel,1950,Spate,Sedan,Gri,Metalizata,33000,18149,54
Volkswagen,Volkswagen_Passat,2017,147000,150,Automata,Diesel,1968,Fata,Compacta,Negru,Fara,20000,18150,46
Mercedes-Benz,Mercedes-Benz_GLC,2021,24788,194,Automata,Hibrid,1950,4x4 (automat),SUV,Gri,Metalizata,59899,18151,94
Mercedes-Benz,Mercedes-Benz_GLE Coupe,2016,225000,258,Automata,Diesel,2987,4x4 (automat),SUV,Alb,Metalizata,38949,18152,48
Mercedes-Benz,Mercedes-Benz_CLA,2017,203000,136,Automata,Diesel,2143,Fata,Combi,Argint,Metalizata,16997,18153,61
BMW,BMW_Seria 5,2018,160000,265,Automata,Diesel,2993,4x4 (automat),Sedan,Negru,Metalizata,32490,18154,50
Volkswagen,Volkswagen_Touran,2011,310000,140,Manuala,Diesel,1968,Fata,Monovolum,Gri,Metalizata,7138,18155,20
Dacia,Dacia_Dokker,2018,67000,75,Manuala,Diesel,1461,Fata,Monovolum,Alb,Fara,10990,18156,15
Dacia,Dacia_Jogger,2022,1400,110,Manuala,Benzina,999,Fata,Combi,Alte culori,Metalizata,17990,18157,46
Volkswagen,Volkswagen_Tiguan,2012,238000,140,Automata,Diesel,1968,4x4 (automat),SUV,Alb,Metalizata,12999,18158,44
Hyundai,Hyundai_i20,2017,164500,84,Manuala,Benzina,1248,Fata,Compacta,Alb,Fara,7449,18159,26
Volkswagen,Volkswagen_Polo,2020,25613,80,Manuala,Benzina,999,Fata,Masina de oras,Gri,Metalizata,12700,18160,64
Mercedes-Benz,Mercedes-Benz_C,2022,3508,258,Automata,Benzina,1991,4x4 (automat),Sedan,Negru,Fara,63899,18161,1
Mitsubishi,Mitsubishi_Outlander,2016,270000,121,Automata,Hibrid,1998,4x4 (automat),SUV,Alb,Metalizata,16700,18162,48
Citroën,Citroën_C-Elysée,2019,71600,82,Manuala,Benzina,1199,Fata,Sedan,Argint,Metalizata,9163,18163,20
Ford,Ford_Focus,2014,105000,125,Manuala,Benzina,998,Fata,Combi,Negru,Metalizata,6990,18164,56
Audi,Audi_A5,2019,15487,170,Automata,Benzina + CNG/GPL,1984,Fata,Sedan,Gri,Fara,32820,18165,52
Mini,Mini_Countryman,2013,210000,112,Automata,Diesel,1995,4x4 (automat),Compacta,Alb,Metalizata,13500,18166,32
Volkswagen,Volkswagen_T-Cross,2022,1313,110,Automata,Benzina,999,Fata,SUV,Gri,Metalizata,23849,18167,62
Ford,Ford_Kuga,2008,210000,136,Manuala,Diesel,1997,Fata,SUV,Negru,Fara,5800,18168,20
Toyota,Toyota_RAV4,2016,196056,143,Manuala,Diesel,1995,Fata,SUV,Negru,Metalizata,16450,18169,65
Ford,Ford_Kuga,2013,215000,140,Manuala,Diesel,1997,4x4 (automat),SUV,Alb,Metalizata,10950,18170,52
Skoda,Skoda_Superb,2015,274913,170,Automata,Diesel,1968,4x4 (automat),Sedan,Alte culori,Fara,11700,18171,74
Dacia,Dacia_Logan,2018,165086,75,Manuala,Diesel,1461,Fata,Sedan,Alb,Fara,8789,18172,9
Jaguar,Jaguar_E-Pace,2018,98000,180,Automata,Diesel,1999,4x4 (automat),SUV,Negru,Metalizata,29000,18173,46
Skoda,Skoda_RAPID,2017,166000,115,Manuala,Diesel,1598,Fata,Sedan,Alb,Fara,9200,18174,33
Skoda,Skoda_Octavia,2014,245000,184,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,11399,18175,99
Jaguar,Jaguar_XF,2017,63227,163,Automata,Diesel,1999,Spate,Sedan,Albastru,Perlat,20900,18176,67
Volkswagen,Volkswagen_Passat,2020,71178,150,Automata,Diesel,1968,Fata,Sedan,Alb,Fara,28917,18177,78
BMW,BMW_X5,2010,220000,286,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,14990,18178,57
Volkswagen,Volkswagen_Touareg,2016,200000,262,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Metalizata,21700,18179,76
Citroën,Citroën_C4 Picasso,2011,200000,110,Automata,Diesel,1560,Fata,Monovolum,Bej,Metalizata,4999,18180,35
Jeep,Jeep_Renegade,2021,2,180,Automata,Hibrid,1332,4x4 (automat),SUV,Albastru,Fara,34853,18181,1
Skoda,Skoda_Superb,2011,200000,125,Manuala,Benzina,1390,Fata,Masina de oras,Negru,Fara,5000,18182,48
Renault,Renault_Clio,2017,200000,75,Manuala,Diesel,1461,Fata,Masina de oras,Alb,Metalizata,7900,18183,22
Citroën,Citroën_DS5,2016,78900,180,Automata,Diesel,1997,Fata,Compacta,Gri,Fara,16850,18184,80
Renault,Renault_Koleos,2020,19300,190,Automata,Diesel,1995,4x4 (automat),Combi,Gri,Metalizata,32118,18185,90
Mercedes-Benz,Mercedes-Benz_GLC,2017,130000,170,Automata,Diesel,2143,4x4 (automat),SUV,Negru,Metalizata,33999,18186,107
Toyota,Toyota_Land Cruiser,2022,10,204,Automata,Diesel,2755,4x4 (automat),SUV,Gri,Metalizata,70733,18187,26
Mercedes-Benz,Mercedes-Benz_E,2013,186000,333,Automata,Benzina,2996,4x4 (automat),Sedan,Negru,Fara,25900,18188,109
Volkswagen,Volkswagen_Golf,2006,170000,102,Manuala,Benzina,1595,Fata,Masina mica,Albastru,Fara,3800,18189,41
BMW,BMW_Seria 3,2009,233502,143,Manuala,Diesel,1995,Spate,Sedan,Argint,Metalizata,7650,18190,40
Renault,Renault_Megane,2012,240500,110,Manuala,Diesel,1461,Fata,Combi,Albastru,Fara,6300,18191,20
Peugeot,Peugeot_5008,2019,126000,177,Automata,Diesel,1997,Fata,SUV,Negru,Fara,29990,18192,1
Volkswagen,Volkswagen_Jetta,2017,87300,110,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,14500,18193,1
BMW,BMW_X5 M,2014,164000,381,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Fara,30000,18194,114
Renault,Renault_Kadjar,2017,176000,110,Automata,Diesel,1461,Fata,SUV,Alte culori,Metalizata,13300,18195,22
BMW,BMW_Seria 3,2007,194874,272,Automata,Benzina,2996,4x4 (automat),Coupe,Albastru,Fara,9250,18196,55
Toyota,Toyota_Auris,2014,198000,99,Automata,Hibrid,1798,Fata,Compacta,Gri,Metalizata,10790,18197,49
Audi,Audi_A8,2013,170344,250,Automata,Diesel,2967,4x4 (automat),Sedan,Gri,Metalizata,24900,18198,46
Ford,Ford_Ranger,2018,183134,160,Manuala,Diesel,2198,4x4 (automat),SUV,Albastru,Metalizata,24990,18199,51
Dacia,Dacia_Logan,2014,137000,75,Manuala,Benzina,1149,Fata,Combi,Alb,Metalizata,5300,18200,10
Volkswagen,Volkswagen_Golf,2019,37600,115,Manuala,Diesel,1598,Fata,Compacta,Alb,Fara,14500,18201,39
BMW,BMW_Seria 3,2022,7597,184,Automata,Benzina,1998,Spate,Sedan,Alte culori,Fara,42816,18202,1
Audi,Audi_A6,2012,200000,170,Manuala,Diesel,1968,Fata,Combi,Bej,Fara,12850,18203,16
Mercedes-Benz,Mercedes-Benz_GLC,2022,6000,197,Automata,Diesel,1993,4x4 (automat),SUV,Gri,Metalizata,72899,18204,1
BMW,BMW_X1,2021,29000,190,Automata,Diesel,1995,4x4 (automat),SUV,Alb,Fara,39900,18205,38
Jeep,Jeep_Wrangler,2020,54000,270,Automata,Benzina,1995,4x4 (automat),SUV,Negru,Fara,63999,18206,64
Renault,Renault_Kadjar,2017,144131,110,Manuala,Diesel,1461,Fata,SUV,Gri,Metalizata,13500,18207,24
BMW,BMW_Seria 5,2007,248000,163,Manuala,Diesel,1995,Spate,Sedan,Gri,Metalizata,3999,18208,40
Mercedes-Benz,Mercedes-Benz_C,2018,157000,184,Automata,Benzina,1991,Fata,Cabrio,Negru,Metalizata,33903,18209,60
Skoda,Skoda_Superb,2019,104467,150,Automata,Diesel,1968,Fata,Combi,Alb,Mat,19900,18210,52
Volkswagen,Volkswagen_Touareg,2018,116871,286,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Fara,45490,18211,64
Mercedes-Benz,Mercedes-Benz_GLC,2020,43500,194,Automata,Hibrid,1950,4x4 (automat),SUV,Alb,Fara,58894,18212,49
Renault,Renault_Captur,2018,53249,120,Manuala,Benzina,1197,Fata,SUV,Gri,Fara,11990,18213,30
Volvo,Volvo_XC 40,2019,83000,190,Automata,Benzina,1969,Fata,SUV,Alb,Fara,29900,18214,62
Fiat,Fiat_Stilo,2006,181000,95,Manuala,Benzina,1368,Fata,Masina de oras,Maro,Fara,2150,18215,17
Skoda,Skoda_Kamiq,2022,1,95,Automata,Benzina,999,Fata,SUV,Gri,Metalizata,21350,18216,1
Lexus,Lexus_Seria NX,2019,53000,155,Automata,Hibrid,2494,4x4 (automat),SUV,Gri,Metalizata,40300,18217,62
Volkswagen,Volkswagen_Bora,2003,190000,105,Manuala,Benzina,1598,Fata,Sedan,Gri,Fara,2499,18218,9
Ford,Ford_Focus C-Max,2006,178000,115,Manuala,Benzina,1596,Fata,Monovolum,Argint,Metalizata,2999,18219,12
Skoda,Skoda_Octavia,2014,220000,105,Manuala,Diesel,1598,Fata,Sedan,Alb,Fara,8250,18220,35
Jaguar,Jaguar_F-Pace,2017,163300,180,Automata,Diesel,1999,4x4 (automat),SUV,Gri,Fara,25585,18221,63
Peugeot,Peugeot_508,2015,228643,180,Automata,Diesel,1997,Fata,Sedan,Albastru,Metalizata,9890,18222,64
Land Rover,Land Rover_Range Rover Sport,2019,64700,249,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,66599,18223,44
Toyota,Toyota_C-HR,2020,32300,152,Automata,Hibrid,1987,Fata,SUV,Gri,Metalizata,26650,18224,62
Skoda,Skoda_Octavia,2018,99875,116,Manuala,Diesel,1598,Fata,Sedan,Argint,Metalizata,12816,18225,20
Mercedes-Benz,Mercedes-Benz_S,2010,184000,279,Automata,Hibrid,3498,Spate,Sedan,Negru,Metalizata,18000,18226,97
BMW,BMW_X4,2021,31800,286,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,54900,18227,1
Mercedes-Benz,Mercedes-Benz_GLC,2015,108000,204,Automata,Diesel,2143,4x4 (automat),SUV,Gri,Metalizata,27499,18228,41
Volkswagen,Volkswagen_Passat,2021,65300,150,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,32439,18229,48
Mercedes-Benz,Mercedes-Benz_S,2007,165500,235,Automata,Diesel,2987,4x4 (automat),Sedan,Negru,Metalizata,16658,18230,64
Volkswagen,Volkswagen_Passat,2011,270000,140,Manuala,Diesel,1968,Fata,Combi,Maro,Metalizata,6999,18231,47
BMW,BMW_X5,2016,194000,258,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Fara,28500,18232,33
Renault,Renault_Kadjar,2019,129000,140,Automata,Benzina,1332,Fata,SUV,Gri,Metalizata,16999,18233,48
BMW,BMW_Seria 3,2021,19,190,Automata,Diesel,1995,Spate,Sedan,Gri,Metalizata,52312,18234,59
Audi,Audi_A4,2018,188000,150,Manuala,Diesel,1968,Fata,Combi,Negru,Fara,14980,18235,29
Audi,Audi_A5,2010,273158,190,Manuala,Diesel,2698,Fata,Sedan,Gri,Metalizata,9999,18236,1
Mercedes-Benz,Mercedes-Benz_GLC,2020,22000,194,Automata,Diesel,1950,4x4 (automat),SUV,Alb,Perlat,63068,18237,56
Audi,Audi_A6,2011,232772,170,Automata,Benzina,1984,Fata,Combi,Argint,Metalizata,9950,18238,51
Peugeot,Peugeot_407,2006,172521,136,Automata,Diesel,1997,Fata,Combi,Argint,Fara,2875,18239,50
Dacia,Dacia_Lodgy,2018,124500,102,Manuala,Benzina,1598,Fata,Monovolum,Argint,Metalizata,9998,18240,30
Renault,Renault_Clio,2012,168500,75,Manuala,Benzina,1149,Fata,Masina de oras,Gri,Metalizata,4490,18241,43
Skoda,Skoda_Yeti,2012,214629,110,Manuala,Diesel,1968,Fata,SUV,Negru,Metalizata,8950,18242,37
Mercedes-Benz,Mercedes-Benz_E,2017,87968,184,Automata,Benzina,1991,Spate,Cabrio,Negru,Metalizata,39989,18243,82
Mercedes-Benz,Mercedes-Benz_E,2020,43020,194,Automata,Diesel,1950,4x4 (automat),Sedan,Rosu,Metalizata,50300,18244,76
Audi,Audi_A6,2018,98000,340,Automata,Benzina,2995,4x4 (automat),Sedan,Negru,Metalizata,46999,18245,118
Hyundai,Hyundai_Santa Fe,2006,253000,150,Automata,Diesel,2188,4x4 (automat),SUV,Argint,Metalizata,5499,18246,6
Skoda,Skoda_Octavia,2017,99600,115,Automata,Benzina,999,Fata,Sedan,Gri,Metalizata,13950,18247,34
Volkswagen,Volkswagen_Tiguan,2018,156160,150,Automata,Diesel,1968,4x4 (automat),SUV,Albastru,Metalizata,22491,18248,49
Audi,Audi_A8,2007,407500,233,Automata,Diesel,2967,4x4 (automat),Sedan,Albastru,Metalizata,7599,18249,77
Volkswagen,Volkswagen_Tiguan,2017,123000,150,Automata,Diesel,1968,Fata,SUV,Alb,Metalizata,22499,18250,33
BMW,BMW_Seria 5,2016,227200,190,Automata,Diesel,1995,Spate,Sedan,Albastru,Metalizata,16550,18251,1
Audi,Audi_Q5,2016,247000,258,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Fara,18400,18252,74
Renault,Renault_Megane,2012,181000,110,Manuala,Diesel,1461,Fata,Combi,Negru,Metalizata,6290,18253,52
BMW,BMW_Seria 6,2019,31500,190,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Perlat,42900,18254,27
Mercedes-Benz,Mercedes-Benz_GLS,2016,71000,455,Automata,Benzina,4663,4x4 (automat),SUV,Albastru,Metalizata,61880,18255,31
Volkswagen,Volkswagen_Passat CC,2009,173000,170,Automata,Diesel,1968,Fata,Sedan,Argint,Metalizata,8500,18256,5
Renault,Renault_Koleos,2018,190934,175,Manuala,Diesel,1995,Fata,SUV,Alb,Perlat,16990,18257,65
Aixam,Aixam_City,2021,1,8,Automata,Diesel,500,Fata,Masina de oras,Alb,Fara,14772,18258,1
Hyundai,Hyundai_Tucson,2016,231300,141,Automata,Diesel,1685,4x4 (automat),SUV,Gri,Metalizata,15999,18259,43
Citroën,Citroën_C4 Cactus,2016,178400,99,Manuala,Diesel,1560,Fata,Compacta,Alb,Metalizata,8200,18260,58
Dacia,Dacia_Logan,2019,71230,90,Manuala,Benzina,898,Fata,Sedan,Alb,Fara,9090,18261,28
Skoda,Skoda_Octavia,2017,112000,116,Manuala,Diesel,1598,Fata,Sedan,Alb,Fara,14500,18262,58
Opel,Opel_Mokka,2016,90800,115,Manuala,Benzina,1598,Fata,SUV,Alb,Fara,9999,18263,40
Skoda,Skoda_Superb,2020,60000,272,Automata,Benzina,1984,4x4 (automat),Sedan,Negru,Metalizata,31489,18264,110
Audi,Audi_A4 Allroad,2016,224000,190,Automata,Diesel,1968,4x4 (automat),Combi,Negru,Metalizata,15900,18265,41
Fiat,Fiat_Tipo,2019,61000,95,Manuala,Benzina,1368,Fata,Compacta,Alb,Fara,10600,18266,12
Suzuki,Suzuki_Ignis,2005,105000,99,Manuala,Benzina,1490,Fata,Compacta,Rosu,Fara,1750,18267,2
Ford,Ford_Kuga,2019,60153,182,Automata,Benzina,1499,4x4 (automat),SUV,Albastru,Fara,20800,18268,47
Mitsubishi,Mitsubishi_Outlander,2020,70000,135,Automata,Hibrid,2360,4x4 (automat),SUV,Alb,Metalizata,26500,18269,86
Fiat,Fiat_Panda,2010,110000,60,Automata,Benzina,1242,Fata,Masina de oras,Alte culori,Metalizata,4950,18270,15
Volkswagen,Volkswagen_Passat,2017,104189,190,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,21998,18271,47
Skoda,Skoda_Fabia,2008,155623,80,Manuala,Diesel,1422,Fata,Masina de oras,Gri,Metalizata,4450,18272,1
Ford,Ford_Focus,2005,284062,136,Manuala,Diesel,1997,Fata,Combi,Gri,Fara,1600,18273,20
Renault,Renault_Talisman,2017,125100,130,Manuala,Diesel,1598,Fata,Sedan,Argint,Metalizata,14990,18274,1
Ford,Ford_Fiesta,2009,162000,75,Manuala,Diesel,1560,Fata,Compacta,Verde,Metalizata,4999,18275,12
BMW,BMW_Seria 3,2021,21000,150,Automata,Diesel,1995,Spate,Sedan,Alb,Fara,32900,18276,2
Nissan,Nissan_Qashqai,2017,122200,110,Manuala,Diesel,1461,Fata,SUV,Rosu,Metalizata,18900,18277,54
Nissan,Nissan_Qashqai,2015,169000,130,Automata,Diesel,1598,Fata,SUV,Gri,Metalizata,13499,18278,55
Citroën,Citroën_C3 AIRCROSS,2022,20,110,Manuala,Benzina,1199,Fata,SUV,Gri,Metalizata,20944,18279,42
