marca,model,an,km,putere,cutie_de_viteze,combustibil,capacitate_cilindrica,transmisie,caroserie,culoare,optiuni_culoare,pret,id,addons
Volkswagen,Volkswagen_Passat,2015,275000,150,Automata,Diesel,1968,Fata,Combi,Albastru,Metalizata,12700,17844,91
Skoda,Skoda_Octavia,2018,168476,116,Automata,Diesel,1598,Fata,Combi,Gri,Metalizata,15910,17845,24
Kia,Kia_Ceed,2012,184000,90,Manuala,Diesel,1582,Fata,Combi,Gri,Fara,5250,17846,29
Skoda,Skoda_Kodiaq,2018,118790,150,Automata,Diesel,1968,Fata,SUV,Gri,Metalizata,23990,17847,85
Mercedes-Benz,Mercedes-Benz_A,2020,15251,150,Automata,Diesel,1950,Fata,Compacta,Gri,Metalizata,40436,17848,20
Volkswagen,Volkswagen_Scirocco,2011,227800,122,Manuala,Benzina,1390,Fata,Compacta,Maro,Metalizata,6690,17849,16
Audi,Audi_Q5,2015,169956,190,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,19490,17850,55
BMW,BMW_X4,2021,28300,184,Automata,Benzina,1998,4x4 (automat),SUV,Gri,Metalizata,55899,17851,63
Mazda,Mazda_CX-3,2018,70500,115,Manuala,Diesel,1759,Fata,SUV,Alb,Fara,17950,17852,40
Toyota,Toyota_Proace,2015,185000,90,Manuala,Diesel,1560,Fata,Monovolum,Alb,Fara,8746,17853,5
Dacia,Dacia_Duster,2015,271000,110,Manuala,Diesel,1461,4x4 (manual),SUV,Gri,Metalizata,9250,17854,25
Audi,Audi_A5,2019,61683,190,Automata,Diesel,1968,Fata,Sedan,Argint,Metalizata,33974,17855,60
Volvo,Volvo_V40,2015,193214,115,Manuala,Diesel,1560,Fata,Compacta,Gri,Metalizata,8899,17856,1
Opel,Opel_Astra,2019,80254,140,Manuala,Benzina,1364,Fata,Sedan,Gri,Metalizata,11800,17857,32
Volkswagen,Volkswagen_Golf,2017,124710,115,Manuala,Diesel,1598,Fata,Compacta,Alb,Metalizata,12899,17858,36
Audi,Audi_A5,2020,38400,191,Automata,Diesel,1968,4x4 (automat),Sedan,Alb,Metalizata,38600,17859,16
Seat,Seat_Altea,2006,232000,102,Manuala,Benzina,1600,Fata,Compacta,Gri,Metalizata,3999,17860,1
Audi,Audi_A5,2014,149000,245,Automata,Diesel,2967,4x4 (automat),Coupe,Negru,Metalizata,16200,17861,50
Dacia,Dacia_Jogger,2022,1,100,Manuala,Benzina + CNG/GPL,999,Fata,Combi,Alb,Perlat,19319,17862,45
Land Rover,Land Rover_Range Rover Evoque,2018,53500,180,Automata,Diesel,1999,4x4 (automat),SUV,Rosu,Metalizata,39899,17863,18
Toyota,Toyota_Hilux,2022,10,204,Automata,Diesel,2755,4x4 (manual),SUV,Rosu,Metalizata,57120,17864,1
Jeep,Jeep_Wrangler,2011,150000,200,Automata,Diesel,2776,4x4 (manual),SUV,Alb,Metalizata,28000,17865,61
Suzuki,Suzuki_Jimny,2022,1,102,Manuala,Benzina,1462,4x4 (manual),SUV,Alb,Metalizata,25393,17866,1
Volkswagen,Volkswagen_Caddy,2008,210000,70,Manuala,Diesel,1968,Fata,Monovolum,Alb,Fara,3950,17867,10
Dacia,Dacia_Logan,2020,8500,90,Manuala,Benzina,898,Fata,Sedan,Maro,Metalizata,10200,17868,28
Ford,Ford_Focus,2011,205000,90,Manuala,Diesel,1560,Fata,Combi,Gri,Fara,3799,17869,14
Kia,Kia_Sportage,2015,190450,185,Automata,Diesel,1995,4x4 (automat),SUV,Alb,Perlat,14490,17870,56
Dacia,Dacia_Duster,2019,109000,115,Manuala,Diesel,1461,4x4 (manual),SUV,Maro,Metalizata,17493,17871,61
Volkswagen,Volkswagen_T-ROC,2020,134000,150,Automata,Diesel,1968,Fata,SUV,Gri,Metalizata,20230,17872,87
Ford,Ford_Grand C-Max,2018,168330,120,Automata,Diesel,1498,Fata,Monovolum,Alb,Metalizata,12490,17873,90
Nissan,Nissan_Juke,2016,223000,110,Manuala,Diesel,1461,Fata,SUV,Gri,Metalizata,9250,17874,39
Renault,Renault_Clio,2017,146081,110,Manuala,Diesel,1461,Fata,Masina de oras,Albastru,Metalizata,8750,17875,60
Nissan,Nissan_Qashqai,2012,198000,130,Manuala,Diesel,1598,Fata,SUV,Albastru,Metalizata,8999,17876,26
Nissan,Nissan_Qashqai,2017,124400,130,Automata,Diesel,1598,Fata,SUV,Albastru,Metalizata,16065,17877,55
Mitsubishi,Mitsubishi_Outlander,2009,243000,140,Manuala,Diesel,1968,4x4 (automat),SUV,Albastru,Metalizata,6180,17878,41
Mercedes-Benz,Mercedes-Benz_S,2014,179097,258,Automata,Diesel,2987,4x4 (automat),Sedan,Alte culori,Fara,36499,17879,53
Renault,Renault_Megane,2014,161456,115,Manuala,Benzina,1197,Fata,Compacta,Gri,Metalizata,7399,17880,29
Mercedes-Benz,Mercedes-Benz_GLA,2018,73200,136,Automata,Diesel,2143,4x4 (automat),SUV,Rosu,Fara,28999,17881,1
BMW,BMW_X3,2020,124000,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,35750,17882,135
BMW,BMW_X1,2016,114250,150,Automata,Diesel,1995,4x4 (automat),SUV,Alb,Metalizata,21000,17883,74
Volvo,Volvo_S90,2018,100000,150,Automata,Diesel,1969,Fata,Sedan,Albastru,Perlat,23990,17884,50
Volvo,Volvo_XC 60,2012,220000,163,Manuala,Diesel,1984,Fata,SUV,Negru,Metalizata,12500,17885,51
Toyota,Toyota_Land Cruiser,2013,128000,190,Automata,Diesel,2982,4x4 (automat),SUV,Albastru,Metalizata,31000,17886,63
Audi,Audi_A4,2015,136851,190,Automata,Diesel,1968,Fata,Combi,Negru,Fara,18990,17887,16
Opel,Opel_Insignia,2019,133800,170,Manuala,Diesel,1956,Fata,Sedan,Albastru,Mat,14875,17888,73
Ford,Ford_Mondeo,2010,214313,175,Manuala,Diesel,2179,Fata,Sedan,Alb,Mat,6790,17889,29
Mercedes-Benz,Mercedes-Benz_GLB,2022,3,163,Automata,Benzina,1332,4x4 (automat),SUV,Alb,Mat,59197,17890,80
Volkswagen,Volkswagen_ARTEON,2019,86000,150,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,25990,17891,1
BMW,BMW_Seria 7,2017,160000,265,Automata,Diesel,2993,4x4 (automat),Sedan,Alb,Metalizata,40500,17892,74
Mercedes-Benz,Mercedes-Benz_E,2016,209000,194,Automata,Diesel,1998,Spate,Sedan,Maro,Metalizata,25800,17893,66
Mazda,Mazda_6,2014,209830,150,Automata,Diesel,2191,Fata,Combi,Negru,Metalizata,8700,17894,80
Dacia,Dacia_Dokker,2013,246800,90,Manuala,Diesel,1461,Fata,Monovolum,Albastru,Mat,4200,17895,9
Mercedes-Benz,Mercedes-Benz_E,2022,500,367,Automata,Benzina,2999,4x4 (automat),Cabrio,Albastru,Metalizata,90438,17896,90
Audi,Audi_Q5,2020,53843,190,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Fara,35900,17897,34
Honda,Honda_CR-V,2016,128064,160,Automata,Diesel,1597,4x4 (automat),SUV,Negru,Fara,19990,17898,18
Mazda,Mazda_3,2006,189000,109,Manuala,Diesel,1560,Fata,Compacta,Negru,Metalizata,2290,17899,26
Saab,Saab_9-5,2008,128500,260,Automata,Benzina,2290,Fata,Sedan,Negru,Metalizata,12500,17900,39
Dacia,Dacia_Sandero Stepway,2016,265688,90,Manuala,Diesel,1461,Fata,Compacta,Rosu,Metalizata,7090,17901,25
Skoda,Skoda_Octavia,2005,271000,140,Manuala,Diesel,1968,Fata,Combi,Negru,Metalizata,2499,17902,12
Renault,Renault_Kadjar,2016,159000,130,Manuala,Diesel,1598,4x4 (automat),SUV,Rosu,Metalizata,14500,17903,85
Skoda,Skoda_Octavia,2017,191500,116,Automata,Diesel,1598,Fata,Combi,Albastru,Metalizata,12800,17904,46
Volkswagen,Volkswagen_Caravelle,2019,102200,150,Automata,Diesel,1968,4x4 (automat),Monovolum,Alb,Metalizata,35000,17905,31
Volvo,Volvo_S90,2019,11430,303,Automata,Hibrid,1969,4x4 (automat),Sedan,Gri,Metalizata,56889,17906,75
DS Automobiles,DS Automobiles_DS 7 Crossback,2020,50000,180,Automata,Hibrid,1598,Fata,SUV,Albastru,Perlat,28990,17907,47
Volkswagen,Volkswagen_Tiguan,2018,59500,150,Automata,Diesel,1968,4x4 (automat),SUV,Albastru,Metalizata,28000,17908,26
Toyota,Toyota_C-HR,2022,3480,98,Automata,Hibrid,1798,Fata,Compacta,Alb,Perlat,30107,17909,50
Dacia,Dacia_Duster,2019,30142,150,Manuala,Benzina,1332,Fata,SUV,Gri,Metalizata,15790,17910,26
Renault,Renault_Talisman,2017,106421,160,Automata,Diesel,1598,Fata,Sedan,Negru,Metalizata,19028,17911,62
Land Rover,Land Rover_Freelander,2013,236700,150,Manuala,Diesel,2179,Fata,SUV,Alb,Metalizata,9990,17912,1
Land Rover,Land Rover_Range Rover Sport,2016,65000,258,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Fara,42800,17913,81
Dacia,Dacia_Duster,2018,152029,109,Manuala,Diesel,1461,4x4 (manual),SUV,Albastru,Metalizata,13789,17914,31
Lexus,Lexus_Seria RX,2022,15500,262,Automata,Hibrid,3456,4x4 (automat),SUV,Bej,Metalizata,69990,17915,27
BMW,BMW_Seria 2,2020,65500,140,Automata,Benzina,1499,Fata,Coupe,Negru,Metalizata,31900,17916,44
Volkswagen,Volkswagen_Passat,2012,204100,140,Automata,Diesel,1968,Fata,Combi,Negru,Metalizata,9990,17917,94
Jeep,Jeep_Renegade,2015,209800,140,Automata,Diesel,1956,4x4 (automat),SUV,Rosu,Fara,13800,17918,35
BMW,BMW_Seria 5,2012,217000,184,Automata,Diesel,1995,Spate,Sedan,Gri,Perlat,12500,17919,66
Toyota,Toyota_Corolla,2017,71400,132,Automata,Benzina,1598,Fata,Sedan,Gri,Metalizata,15589,17920,43
Volkswagen,Volkswagen_Touareg,2014,228361,245,Automata,Diesel,2967,4x4 (automat),SUV,Alb,Perlat,23250,17921,68
Renault,Renault_Koleos,2020,160000,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,23740,17922,41
Kia,Kia_Sportage,2011,244000,136,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Fara,10450,17923,47
Lexus,Lexus_Seria NX,2018,107000,155,Automata,Hibrid,2494,4x4 (automat),SUV,Negru,Metalizata,32368,17924,81
Audi,Audi_A8,2017,129650,262,Automata,Diesel,2967,4x4 (automat),Sedan,Gri,Metalizata,37900,17925,99
Audi,Audi_A4,2015,202000,150,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,14500,17926,71
BMW,BMW_Seria 3,2017,158356,150,Automata,Diesel,1995,Spate,Sedan,Negru,Metalizata,21489,17927,53
BMW,BMW_Seria 7,2022,3999,286,Automata,Diesel,2993,Spate,Sedan,Gri,Fara,88888,17928,16
Ford,Ford_Fiesta,2014,143029,80,Manuala,Benzina,998,Fata,Masina de oras,Albastru,Perlat,6799,17929,23
Audi,Audi_A4,2004,259000,130,Manuala,Diesel,1896,Fata,Combi,Negru,Metalizata,2850,17930,33
Dacia,Dacia_Logan,2014,250000,90,Manuala,Diesel,1461,Fata,Combi,Rosu,Metalizata,6090,17931,21
Skoda,Skoda_Octavia,2016,206360,184,Automata,Diesel,1968,4x4 (automat),Combi,Gri,Metalizata,14340,17932,45
Peugeot,Peugeot_3008,2017,189300,131,Manuala,Benzina,1199,Fata,SUV,Negru,Metalizata,17990,17933,113
Audi,Audi_A6,2008,300000,140,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,5590,17934,50
Mercedes-Benz,Mercedes-Benz_Vito,2021,49800,163,Automata,Diesel,1950,Spate,Monovolum,Negru,Metalizata,88500,17935,30
Ford,Ford_EcoSport,2021,1,125,Manuala,Benzina,999,Fata,SUV,Gri,Metalizata,20287,17936,11
Audi,Audi_A4,2017,83030,150,Manuala,Benzina,1395,Fata,Sedan,Alb,Metalizata,22880,17937,34
BMW,BMW_X4,2018,57724,266,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,48880,17938,46
Volkswagen,Volkswagen_Sharan,2007,241000,115,Manuala,Diesel,1896,Fata,Monovolum,Negru,Metalizata,4150,17939,20
Land Rover,Land Rover_Range Rover Sport,2016,109200,306,Automata,Diesel,2993,4x4 (automat),SUV,Maro,Metalizata,37000,17940,95
Ford,Ford_Fiesta,2008,98000,80,Manuala,Benzina,1388,Fata,Masina de oras,Gri,Metalizata,2500,17941,12
Opel,Opel_Astra,2018,158320,136,Manuala,Diesel,1598,Fata,Compacta,Alb,Fara,10350,17942,27
Audi,Audi_Q5,2015,188950,150,Manuala,Diesel,1968,4x4 (automat),SUV,Albastru,Perlat,20500,17943,59
Opel,Opel_Corsa,2011,232000,75,Manuala,Diesel,1248,Fata,Masina de oras,Negru,Metalizata,3999,17944,22
Volkswagen,Volkswagen_Passat,2020,177000,150,Automata,Diesel,1968,Fata,Sedan,Albastru,Metalizata,20990,17945,117
BMW,BMW_X6,2009,185000,286,Automata,Diesel,2993,4x4 (automat),SUV,Albastru,Metalizata,17000,17946,66
Audi,Audi_A5,2013,224400,177,Manuala,Diesel,1968,4x4 (manual),Coupe,Albastru,Metalizata,12650,17947,53
Volvo,Volvo_V60,2015,120000,115,Manuala,Diesel,1560,Fata,Combi,Gri,Metalizata,12800,17948,36
Audi,Audi_A6,2019,219127,204,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,33700,17949,100
Seat,Seat_Leon,2012,139400,105,Manuala,Benzina,1197,Fata,Compacta,Argint,Metalizata,5999,17950,33
Toyota,Toyota_Auris,2013,143000,90,Manuala,Diesel,1364,Fata,Combi,Alb,Metalizata,7500,17951,1
Audi,Audi_Q5,2015,188000,177,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,18800,17952,69
Skoda,Skoda_Octavia,2019,223000,116,Automata,Diesel,1598,Fata,Combi,Rosu,Fara,10500,17953,47
Citroën,Citroën_C3,2022,1,83,Manuala,Benzina,1199,Fata,Masina de oras,Gri,Metalizata,14893,17954,14
BMW,BMW_X4,2019,64716,327,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,54989,17955,16
Volkswagen,Volkswagen_Passat,2014,199000,140,Automata,Diesel,1968,Fata,Sedan,Gri,Fara,8990,17956,52
Ford,Ford_Fiesta,2009,174000,82,Manuala,Benzina,1242,Fata,Masina de oras,Rosu,Metalizata,3450,17957,35
Peugeot,Peugeot_107,2011,84000,68,Automata,Benzina,998,Fata,Masina de oras,Negru,Metalizata,6990,17958,22
Seat,Seat_Ibiza,2009,183000,85,Manuala,Benzina,1390,Fata,Masina de oras,Galben/Auriu,Metalizata,4800,17959,24
Volkswagen,Volkswagen_Caddy,2022,8,102,Manuala,Diesel,1968,Fata,Monovolum,Alb,Fara,26490,17960,22
Audi,Audi_A5,2012,190000,177,Manuala,Diesel,1968,Fata,Sedan,Bej,Metalizata,13999,17961,33
BMW,BMW_X1,2012,217000,143,Manuala,Diesel,1995,4x4 (automat),SUV,Alb,Fara,10000,17962,40
Volvo,Volvo_XC 90,2017,195000,235,Automata,Diesel,1969,4x4 (automat),SUV,Negru,Metalizata,29990,17963,105
Ford,Ford_Edge,2019,102323,238,Automata,Diesel,1996,4x4 (automat),SUV,Negru,Metalizata,30900,17964,51
Skoda,Skoda_Fabia,2018,169345,75,Manuala,Benzina,999,Fata,Masina de oras,Rosu,Metalizata,8032,17965,36
BMW,BMW_Seria 5,2017,246000,190,Automata,Diesel,1995,Spate,Sedan,Negru,Fara,25500,17966,107
Audi,Audi_A4,2014,243000,150,Manuala,Diesel,1968,Fata,Masina de oras,Argint,Fara,11999,17967,1
Ford,Ford_Kuga,2010,270000,136,Manuala,Diesel,1997,Fata,SUV,Alb,Metalizata,7900,17968,43
Peugeot,Peugeot_308,2016,248873,120,Manuala,Diesel,1560,Fata,Combi,Albastru,Perlat,7300,17969,64
Mercedes-Benz,Mercedes-Benz_CLS,2019,116060,367,Automata,Benzina,2999,4x4 (automat),Sedan,Alb,Perlat,49900,17970,103
Mitsubishi,Mitsubishi_Space Star,2023,1,71,Manuala,Benzina,1193,Fata,Masina de oras,Alb,Fara,10615,17971,19
Audi,Audi_A8,2021,56700,460,Automata,Benzina,3996,4x4 (automat),Sedan,Negru,Metalizata,90000,17972,34
Mercedes-Benz,Mercedes-Benz_GLC,2019,53500,194,Automata,Diesel,1950,4x4 (automat),SUV,Alb,Metalizata,53550,17973,26
BMW,BMW_Seria 5,2016,207722,190,Automata,Diesel,1995,4x4 (automat),Combi,Maro,Metalizata,16450,17974,68
Kia,Kia_Sportage,2020,183847,136,Automata,Diesel,1598,4x4 (automat),SUV,Gri,Metalizata,21000,17975,82
BMW,BMW_Seria 3,2011,253000,306,Automata,Benzina,2979,4x4 (automat),Coupe,Albastru,Metalizata,12500,17976,65
BMW,BMW_Seria 5,2013,228500,184,Manuala,Diesel,1995,Spate,Combi,Maro,Fara,13700,17977,37
Subaru,Subaru_Forester,2011,250000,147,Manuala,Diesel,1998,4x4 (automat),SUV,Gri,Metalizata,4600,17978,17
Audi,Audi_Q3,2021,29000,150,Automata,Benzina,1498,Fata,SUV,Alte culori,Metalizata,39865,17979,85
Ford,Ford_Ranger,2017,89000,200,Automata,Diesel,3198,4x4 (automat),SUV,Galben/Auriu,Metalizata,29949,17980,61
BMW,BMW_Seria 4,2018,82450,313,Automata,Diesel,2993,4x4 (automat),Sedan,Negru,Metalizata,37449,17981,18
Lexus,Lexus_Seria RX,2010,206972,249,Automata,Hibrid,3456,4x4 (automat),SUV,Albastru,Metalizata,16990,17982,62
Dacia,Dacia_Sandero,2018,96976,75,Manuala,Diesel,1461,Fata,Compacta,Alb,Mat,8900,17983,18
Ford,Ford_Focus,2013,207000,95,Manuala,Diesel,1560,Fata,Combi,Alb,Fara,5490,17984,45
Volkswagen,Volkswagen_Multivan,2015,199500,180,Automata,Diesel,1968,4x4 (automat),Monovolum,Negru,Metalizata,26980,17985,1
Land Rover,Land Rover_Range Rover Evoque,2012,299000,150,Manuala,Diesel,2179,Fata,SUV,Argint,Fara,12990,17986,76
Peugeot,Peugeot_2008,2015,120489,120,Manuala,Diesel,1560,Fata,SUV,Gri,Metalizata,9000,17987,42
Audi,Audi_SQ2,2019,99100,300,Automata,Benzina,1984,4x4 (automat),SUV,Negru,Metalizata,39270,17988,57
Skoda,Skoda_RAPID,2019,111940,95,Manuala,Benzina,999,Fata,Sedan,Alb,Fara,10927,17989,33
Hyundai,Hyundai_I30,2012,300000,110,Manuala,Diesel,1582,Fata,Compacta,Negru,Metalizata,5990,17990,40
Renault,Renault_Clio,2009,268000,90,Manuala,Diesel,1461,Fata,Masina de oras,Bej,Fara,2400,17991,7
Ford,Ford_Mondeo,2017,144190,150,Automata,Diesel,1997,Fata,Combi,Negru,Metalizata,18990,17992,88
BMW,BMW_X1,2017,188000,150,Automata,Diesel,1995,Fata,SUV,Maro,Metalizata,18400,17993,111
Mercedes-Benz,Mercedes-Benz_GLB,2022,4000,224,Automata,Benzina,1991,4x4 (automat),SUV,Alb,Metalizata,58310,17994,19
Seat,Seat_Alhambra,2008,291000,140,Manuala,Diesel,1968,Fata,Monovolum,Gri,Metalizata,5490,17995,33
Volvo,Volvo_XC 60,2018,149999,190,Automata,Diesel,1969,4x4 (automat),SUV,Rosu,Fara,33499,17996,109
Volkswagen,Volkswagen_Golf,2017,75000,115,Manuala,Diesel,1598,Fata,Compacta,Alb,Mat,10999,17997,46
Skoda,Skoda_RAPID,2018,150000,95,Manuala,Benzina,999,Fata,Sedan,Albastru,Metalizata,8750,17998,35
Nissan,Nissan_Qashqai,2013,236000,130,Manuala,Diesel,1598,Fata,SUV,Gri,Metalizata,8999,17999,56
Nissan,Nissan_Qashqai,2014,190000,130,Automata,Diesel,1598,Fata,SUV,Gri,Metalizata,13990,18000,80
BMW,BMW_Seria 1,2014,239000,218,Automata,Diesel,1995,Spate,Compacta,Negru,Metalizata,11700,18001,84
Volvo,Volvo_C70,2006,140198,230,Automata,Benzina,2521,Fata,Coupe,Alte culori,Metalizata,10800,18002,42
Mercedes-Benz,Mercedes-Benz_GLA,2021,12500,150,Automata,Diesel,1950,4x4 (automat),SUV,Negru,Metalizata,50646,18003,79
Skoda,Skoda_RAPID,2016,124965,116,Manuala,Diesel,1598,Fata,Sedan,Albastru,Fara,8490,18004,36
Renault,Renault_Megane,2017,190000,110,Manuala,Diesel,1461,Fata,Sedan,Alb,Fara,9300,18005,1
Opel,Opel_Astra,2013,136000,130,Manuala,Diesel,1686,Fata,Combi,Negru,Fara,7199,18006,69
Toyota,Toyota_Hilux,2022,10,204,Automata,Diesel,2755,4x4 (manual),SUV,Alb,Perlat,57120,18007,1
Renault,Renault_Clio,2016,75794,75,Manuala,Diesel,1461,Fata,Masina de oras,Argint,Metalizata,7990,18008,35
BMW,BMW_Seria 7,2013,202500,450,Automata,Benzina,4395,4x4 (automat),Sedan,Negru,Fara,22700,18009,58
Mercedes-Benz,Mercedes-Benz_S,2020,54000,286,Automata,Diesel,2925,4x4 (automat),Sedan,Negru,Fara,54000,18010,70
BMW,BMW_X6,2018,72000,259,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,49989,18011,20
Volkswagen,Volkswagen_Golf,2010,176000,102,Manuala,Benzina,1595,Fata,Compacta,Albastru,Metalizata,6950,18012,42
Volkswagen,Volkswagen_Passat,2006,179000,140,Manuala,Diesel,1968,Fata,Sedan,Negru,Fara,3499,18013,21
Renault,Renault_Megane,2018,170000,110,Manuala,Diesel,1461,Fata,Sedan,Maro,Metalizata,10990,18014,35
Mitsubishi,Mitsubishi_Outlander,2016,171000,150,Manuala,Diesel,2268,4x4 (automat),SUV,Gri,Metalizata,15499,18015,66
Mazda,Mazda_CX-5,2018,150000,175,Automata,Diesel,2191,4x4 (automat),SUV,Gri,Metalizata,21990,18016,109
Dacia,Dacia_Logan,2014,305694,90,Manuala,Diesel,1461,Fata,Combi,Albastru,Fara,5699,18017,8
Audi,Audi_A4,2018,87465,150,Automata,Diesel,1968,Fata,Combi,Albastru,Metalizata,20800,18018,33
Nissan,Nissan_Qashqai,2014,113033,130,Manuala,Diesel,1598,Fata,SUV,Albastru,Fara,13990,18019,19
Opel,Opel_Corsa,2021,5,75,Manuala,Benzina,1199,Fata,Masina de oras,Rosu,Metalizata,14990,18020,20
Audi,Audi_Q8,2020,45000,285,Automata,Diesel,2967,4x4 (automat),SUV,Gri,Metalizata,72950,18021,39
Renault,Renault_Laguna,2010,225000,110,Manuala,Diesel,1461,Fata,Sedan,Gri,Metalizata,3399,18022,43
Volkswagen,Volkswagen_Passat,2009,307230,170,Automata,Diesel,1968,Fata,Combi,Gri,Metalizata,4400,18023,56
Volkswagen,Volkswagen_Passat CC,2009,220000,140,Automata,Diesel,1968,Fata,Sedan,Negru,Fara,7950,18024,37
Mercedes-Benz,Mercedes-Benz_GLE Coupe,2022,9999,330,Automata,Diesel,2925,4x4 (automat),SUV,Gri,Fara,99949,18025,15
Mercedes-Benz,Mercedes-Benz_ML,2006,342000,224,Automata,Diesel,2987,4x4 (automat),SUV,Verde,Fara,7099,18026,29
BMW,BMW_Seria 1,2013,162000,116,Manuala,Diesel,1995,Spate,Compacta,Alb,Metalizata,9990,18027,41
Mitsubishi,Mitsubishi_Outlander,2015,208900,200,Automata,Hibrid,1998,4x4 (automat),SUV,Negru,Metalizata,15550,18028,56
Volkswagen,Volkswagen_Passat,2010,226000,140,Manuala,Diesel,1968,4x4 (automat),Combi,Bej,Metalizata,3990,18029,43
Audi,Audi_A5,2018,162500,150,Automata,Benzina,1984,Fata,Sedan,Gri,Metalizata,25499,18030,1
Toyota,Toyota_C-HR,2020,32571,123,Automata,Hibrid,1798,Fata,SUV,Gri,Metalizata,26879,18031,18
Audi,Audi_A1,2017,63541,192,Automata,Benzina,1798,Fata,Masina de oras,Negru,Fara,20950,18032,1
Mercedes-Benz,Mercedes-Benz_GLC,2020,32594,194,Automata,Diesel,1950,4x4 (automat),SUV,Negru,Fara,52614,18033,1
Audi,Audi_A6,2013,224000,245,Automata,Diesel,2967,4x4 (automat),Masina de oras,Negru,Fara,16999,18034,90
Mercedes-Benz,Mercedes-Benz_GLC,2020,23390,390,Automata,Benzina,2996,4x4 (automat),Coupe,Alb,Fara,79123,18035,65
BMW,BMW_Seria 3,2011,208000,143,Manuala,Diesel,1995,Spate,Combi,Argint,Fara,6750,18036,24
BMW,BMW_Seria 1,2019,64956,136,Automata,Benzina,1499,Spate,Compacta,Alb,Fara,23300,18037,33
Dacia,Dacia_Duster,2016,203348,110,Manuala,Diesel,1461,Fata,SUV,Maro,Metalizata,8990,18038,33
BMW,BMW_X4,2021,30700,286,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,59900,18039,30
Mercedes-Benz,Mercedes-Benz_Vito,2018,37715,163,Automata,Diesel,2143,4x4 (automat),Monovolum,Gri,Metalizata,43999,18040,52
Suzuki,Suzuki_SX4 S-Cross,2018,50000,140,Manuala,Benzina,1373,4x4 (manual),SUV,Maro,Metalizata,17500,18041,64
Dacia,Dacia_Duster,2010,192759,110,Manuala,Diesel,1461,4x4 (automat),SUV,Galben/Auriu,Fara,7600,18042,14
Volkswagen,Volkswagen_Golf,2019,75429,115,Manuala,Diesel,1598,Fata,Compacta,Gri,Metalizata,15100,18043,30
Audi,Audi_Q7,2017,113108,258,Automata,Hibrid,2967,4x4 (automat),SUV,Alb,Metalizata,49000,18044,120
Volkswagen,Volkswagen_Tiguan,2017,124000,150,Automata,Diesel,1968,Fata,SUV,Verde,Fara,21990,18045,17
Mercedes-Benz,Mercedes-Benz_A,2016,126943,122,Automata,Benzina,1595,Fata,Compacta,Alb,Fara,16900,18046,16
Land Rover,Land Rover_Range Rover Sport,2016,268000,306,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,29000,18047,41
BMW,BMW_Seria 7,2021,79250,340,Automata,Diesel,2993,4x4 (automat),Sedan,Negru,Metalizata,92849,18048,98
Lexus,Lexus_Seria RX,2018,82000,262,Automata,Hibrid,3456,4x4 (automat),SUV,Alb,Metalizata,46410,18049,92
Skoda,Skoda_Fabia,2017,108878,75,Manuala,Benzina,999,Fata,Masina de oras,Alb,Fara,9498,18050,13
Ford,Ford_Mondeo,2011,263500,163,Manuala,Diesel,1997,Fata,Combi,Albastru,Fara,6300,18051,48
Volkswagen,Volkswagen_Multivan,2015,190000,180,Automata,Diesel,2000,Fata,Monovolum,Gri,Metalizata,19500,18052,70
Renault,Renault_Megane,2018,145000,130,Manuala,Diesel,1598,Fata,Sedan,Negru,Fara,10900,18053,36
Volkswagen,Volkswagen_Golf,2018,103800,110,Manuala,Benzina,999,Fata,Compacta,Albastru,Metalizata,11650,18054,46
BMW,BMW_Seria 7,2019,38000,258,Automata,Hibrid,1998,4x4 (automat),Sedan,Alte culori,Perlat,64999,18055,30
Audi,Audi_A3,2017,70410,110,Automata,Diesel,1598,Fata,Compacta,Maro,Metalizata,16999,18056,32
BMW,BMW_Seria 5,2012,222600,184,Automata,Diesel,1995,Spate,Sedan,Maro,Metalizata,14299,18057,74
Ford,Ford_Mondeo,2019,40000,140,Automata,Hibrid,1999,Fata,Sedan,Alb,Fara,21990,18058,18
Volkswagen,Volkswagen_Golf,2013,223600,105,Manuala,Diesel,1598,Fata,Combi,Argint,Metalizata,5990,18059,23
Ford,Ford_Transit,2017,130000,130,Manuala,Diesel,1995,Fata,Monovolum,Gri,Metalizata,32725,18060,16
Volkswagen,Volkswagen_Lupo,2001,157118,50,Automata,Benzina,999,Fata,Masina mica,Albastru,Fara,2350,18061,10
